"","dataset_name","severity_description.x","severity_level","Conclusion","second_buy","Label","battery","battery_category","X10_60","X10_75","X10_100","X10_125","X10_150","X30_60","X30_75","X30_100","X30_125","X30_150","X40_60","X40_75","X40_100","X40_125","X40_150"
"26","500mAh1-100S0C","No effect, local heating, internal discharge – 2",2,"TP","92.5",1,"Rec","Lab/Generic",0.593464052287582,0.544444444444445,0.478388278388278,0.421264367816092,0.38628841607565,0.648387096774194,0.593478260869565,0.512676056338028,0.447222222222222,0.409641873278237,0.647619047619047,0.577777777777778,0.49016393442623,0.423643410852713,0.387987987987988
"27","500mAh1-20S0C","No effect, local heating, internal discharge – 2",2,"FP","-9999",2,"Rec","Lab/Generic",0.410457516339869,0.360606060606061,0.296703296703297,0.260057471264368,0.238770685579196,0.433333333333334,0.310144927536232,0.287323943661972,0.276388888888889,0.257575757575758,0.379365079365079,0.25462962962963,0.259562841530055,0.255426356589147,0.23963963963964
"28","500mAh1-40S0C","No effect, local heating, internal discharge – 2",2,NA,"69.1",2,"Rec","Lab/Generic",0.422875816993464,0.413131313131313,0.318681318681319,0.25,0.205910165484634,0.474193548387097,0.42536231884058,0.3,0.221875,0.193112947658402,0.414285714285714,0.362037037037037,0.24207650273224,0.210077519379845,0.196696696696697
"29","500mAh1-60S0C","No effect, local heating, internal discharge – 2",2,"TP","82.8",1,"Rec","Lab/Generic",0.47516339869281,0.422727272727273,0.37985347985348,0.34683908045977,0.316784869976359,0.509677419354839,0.46304347826087,0.410328638497653,0.375347222222222,0.345730027548209,0.625396825396825,0.535185185185185,0.446994535519126,0.397286821705426,0.36006006006006
"30","500mAh1-80S0C","No effect, local heating, internal discharge – 2",2,"TP","93.5",1,"Rec","Lab/Generic",0.531372549019608,0.464646464646465,0.39010989010989,0.362068965517241,0.324822695035461,0.586021505376344,0.521014492753623,0.455868544600939,0.414930555555556,0.364187327823691,0.598412698412698,0.538888888888889,0.455737704918033,0.410077519379845,0.355855855855856
"31","500mAh2-100S0C","No effect, local heating, internal discharge – 2",2,"TP","103.2",1,"Rec","Lab/Generic",0.513071895424837,0.483838383838384,0.416117216117216,0.359770114942529,0.321985815602837,0.625806451612903,0.551449275362319,0.453051643192488,0.380555555555556,0.334986225895317,0.546031746031746,0.492592592592593,0.408196721311475,0.35891472868217,0.315915915915916
"32","500mAh2-20S0C","No effect, local heating, internal discharge – 2",2,"TP","89.8",1,"Rec","Lab/Generic",0.683006535947712,0.592929292929293,0.488278388278388,0.383045977011494,0.315130023640662,0.694623655913978,0.561594202898551,0.448356807511737,0.356944444444444,0.288429752066116,0.668253968253968,0.536111111111111,0.421311475409836,0.365503875968992,0.314414414414414
"33","500mAh2-40S0C","No effect, local heating, internal discharge – 2",2,"TP","97",1,"Rec","Lab/Generic",0.66797385620915,0.589393939393939,0.493772893772894,0.422988505747126,0.366666666666667,0.645161290322581,0.541304347826087,0.456807511737089,0.402083333333333,0.379063360881543,0.587301587301587,0.505555555555556,0.456830601092896,0.386821705426357,0.365165165165165
"34","500mAh2-60S0C","No effect, local heating, internal discharge – 2",2,"TP","105.8",1,"Rec","Lab/Generic",0.274509803921569,0.292929292929293,0.317948717948718,0.283908045977011,0.263829787234043,0.353763440860215,0.32536231884058,0.333333333333333,0.298958333333333,0.272451790633609,0.417460317460317,0.366666666666667,0.360109289617486,0.325968992248062,0.290990990990991
"35","500mAh2-80S0C","No effect, local heating, internal discharge – 2",2,"TP","113.4",1,"Rec","Lab/Generic",0.494117647058823,0.381818181818182,0.290842490842491,0.285057471264368,0.273522458628842,0.520430107526882,0.381884057971014,0.343661971830986,0.322222222222222,0.302203856749311,0.501587301587301,0.359259259259259,0.328415300546448,0.317829457364341,0.294894894894895
"36","500mAh3-100S0C","No effect, local heating, internal discharge – 2",2,"TP","124",1,"Rec","Lab/Generic",0.523529411764706,0.468181818181818,0.396336996336996,0.335632183908046,0.325295508274232,0.62258064516129,0.523188405797101,0.43849765258216,0.376041666666667,0.35564738292011,0.59047619047619,0.528703703703704,0.427868852459016,0.361240310077519,0.342342342342342
"37","500mAh3-20S0C","No effect, local heating, internal discharge – 2",2,"FP","101",0,"Rec","Lab/Generic",0.634640522875817,0.585858585858586,0.515384615384615,0.467816091954023,0.41725768321513,0.647311827956989,0.589855072463768,0.501408450704225,0.445138888888889,0.39228650137741,0.688888888888889,0.568518518518519,0.477049180327869,0.424031007751938,0.36966966966967
"38","500mAh3-40S0C","No effect, local heating, internal discharge – 2",2,"TP","115.4",1,"Rec","Lab/Generic",0.568627450980392,0.525757575757576,0.451648351648352,0.397126436781609,0.345862884160757,0.624731182795699,0.576086956521739,0.508920187793427,0.446180555555556,0.377685950413223,0.649206349206349,0.593518518518519,0.508196721311476,0.438372093023256,0.365465465465465
"39","500mAh3-60S0C","No effect, local heating, internal discharge – 2",2,"FP","103.5",0,"Rec","Lab/Generic",0.594117647058823,0.496464646464646,0.43040293040293,0.33764367816092,0.310874704491726,0.639784946236559,0.523188405797101,0.444600938967136,0.357986111111111,0.313774104683196,0.603174603174603,0.521296296296296,0.42568306010929,0.352325581395349,0.296096096096096
"40","500mAh3-80S0C","No effect, local heating, internal discharge – 2",2,"TP","119.3",1,"Rec","Lab/Generic",0.588888888888889,0.520707070707071,0.43003663003663,0.373275862068966,0.330496453900709,0.640860215053763,0.556521739130435,0.45868544600939,0.386805555555556,0.344077134986226,0.626984126984127,0.552777777777778,0.440437158469945,0.387209302325581,0.345045045045045
"41","LCO-LP-6400mAh-100SOC-cell1","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","24.8",1,"LCO","Lab/Custom",0.405228758169935,0.376262626262626,0.284981684981685,0.25,0.224822695035461,0.560215053763441,0.449275362318841,0.332394366197183,0.292013888888889,0.259779614325069,0.568253968253968,0.444444444444444,0.37103825136612,0.313953488372093,0.273873873873874
"42","LCO-LP-6400mAh-100SOC-cell2","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","21.3",1,"LCO","Lab/Custom",0.283660130718954,0.219191919191919,0.158974358974359,0.124712643678161,0.102600472813239,0.244086021505376,0.167391304347826,0.122065727699531,0.116319444444444,0.102479338842975,0.287301587301587,0.198148148148148,0.14207650273224,0.12984496124031,0.111711711711712
"43","LCO-LP-6400mAh-80SOC-Cell3","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","31.8",1,"LCO","Lab/Custom",0.412418300653595,0.409595959595959,0.364835164835165,0.333620689655172,0.306146572104019,0.555913978494624,0.510144927536232,0.429577464788732,0.394444444444444,0.35564738292011,0.571428571428571,0.512962962962963,0.480874316939891,0.426744186046512,0.377177177177177
"44","LCO-LP6400mAh-80SOC-cell4","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","75.5",1,"LCO","Lab/Custom",0.548366013071895,0.498484848484849,0.448351648351648,0.391954022988506,0.340425531914893,0.61505376344086,0.554347826086957,0.48075117370892,0.404861111111111,0.343250688705234,0.625396825396825,0.544444444444445,0.459562841530055,0.383333333333333,0.332732732732733
"45","LFP10Ah-60SOC-Cell17","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","130.9",0,"LCFP","Commercial (LFP)",0.541830065359477,0.505050505050505,0.437728937728938,0.378735632183908,0.317730496453901,0.680645161290322,0.579710144927536,0.467136150234742,0.388194444444444,0.315151515151515,0.644444444444444,0.528703703703704,0.473224043715847,0.375193798449612,0.321921921921922
"46","OE-10AHr-NMC-40SOC-Cell4","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","186.7",1,"NMC","Commercial (NMC)",0.541176470588235,0.497979797979798,0.446886446886447,0.382758620689655,0.337115839243499,0.63010752688172,0.547101449275362,0.46056338028169,0.397916666666667,0.357851239669421,0.719047619047619,0.585185185185185,0.483060109289618,0.423255813953488,0.373873873873874
"47","OE-10Ahr-NMC-0SOC-cell1","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,NA,"129.1",2,"NMC","Commercial (NMC)",0.517647058823529,0.432828282828283,0.364102564102564,0.314080459770115,0.295035460992908,0.51505376344086,0.460869565217391,0.377934272300469,0.333680555555555,0.308539944903581,0.523809523809524,0.473148148148148,0.376502732240437,0.346511627906977,0.315615615615616
"48","OE-10Ahr-NMC-0SOC-cell2","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,NA,"177.6",2,"NMC","Commercial (NMC)",0.62156862745098,0.559090909090909,0.436996336996337,0.351149425287356,0.300472813238771,0.667741935483871,0.578985507246377,0.430516431924883,0.347222222222222,0.295592286501377,0.603174603174603,0.521296296296296,0.392896174863388,0.338372093023256,0.295795795795796
"49","OE-10Ahr-NMC-100SOC-cell10","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,NA,"164.1",2,"NMC","Commercial (NMC)",0.258169934640523,0.269191919191919,0.226739926739927,0.177873563218391,0.146335697399527,0.401075268817204,0.280434782608696,0.222065727699531,0.164236111111111,0.149862258953168,0.384126984126984,0.271296296296296,0.190163934426229,0.134883720930233,0.163363363363363
"50","OE-10Ahr-NMC-100SOC-cell11","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","184.4",1,"NMC","Commercial (NMC)",0.179738562091503,0.138888888888889,0.100732600732601,0.100732600732601,0.100732600732601,0.145161290322581,0.0978260869565218,0.0633802816901408,0.0770833333333333,0.0702479338842975,0.0952380952380952,0.0657407407407407,0.0710382513661202,0.086046511627907,0.0765765765765766
"51","OE-10Ahr-NMC-40SOC-cell1","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","172.9",1,"NMC","Commercial (NMC)",0.51437908496732,0.425252525252525,0.345054945054945,0.297988505747126,0.273758865248227,0.540860215053763,0.45072463768116,0.349295774647887,0.318055555555555,0.298898071625344,0.614285714285714,0.468518518518519,0.352459016393443,0.325581395348837,0.317117117117117
"52","OE-10Ahr-NMC-70SOC-cell6","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","168.4",1,"NMC","Commercial (NMC)",0.464705882352941,0.411616161616162,0.31978021978022,0.250862068965517,0.206382978723404,0.493548387096774,0.402173913043478,0.287793427230047,0.212847222222222,0.168870523415978,0.547619047619048,0.434259259259259,0.271584699453552,0.192635658914729,0.149249249249249
"53","OE-10Ahr-NMC-70SOC-cell7","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","168.3",1,"NMC","Commercial (NMC)",0.148148148148148,0.145959595959596,0.105860805860806,0.0830459770114943,0.083028083028083,0.174193548387097,0.209420289855072,0.135680751173709,0.100347222222222,0.0796143250688705,0.196825396825397,0.248148148148148,0.146448087431694,0.103875968992248,0.0864864864864865
"54","OE-10Ahr-NMC-80SOC-Cell9","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"FP","172.1",1,"NMC","Commercial (NMC)",0.16797385620915,0.12979797979798,0.0941391941391941,0.0738505747126437,0.0607565011820331,0.172043010752688,0.115942028985507,0.0751173708920188,0.0555555555555556,0.0440771349862259,0.168253968253968,0.0981481481481481,0.0628415300546448,0.0445736434108527,0.0345345345345345
"55","OE-10Ahr-NMC-80SOC-cell8","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","162",1,"NMC","Commercial (NMC)",0.463398692810457,0.358080808080808,0.25970695970696,0.203735632183908,0.167612293144208,0.496774193548387,0.334782608695652,0.216901408450704,0.160416666666667,0.127272727272727,0.665079365079365,0.387962962962963,0.22896174863388,0.162403100775194,0.125825825825826
"56","OE-LCO-6270mAh-40SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",NA,"DID NOT DETECT EARLY","58.7",NA,"LCO","Commercial (LCO)",0.526143790849673,0.489393939393939,0.442490842490842,0.406609195402299,0.364775413711584,0.651612903225807,0.580434782608696,0.489201877934272,0.433680555555556,0.379338842975207,0.614285714285714,0.574074074074074,0.466666666666667,0.415891472868217,0.378978978978979
"57","OE-LCO-6340mAh-0SOC","No effect, instant local Joule heating, no internal discharge – 1",1,NA,"78.8",2,"LCO","Commercial (LCO)",0.339869281045752,0.354545454545455,0.361538461538461,0.31551724137931,0.294089834515366,0.468817204301075,0.442028985507246,0.410798122065728,0.354861111111111,0.328374655647383,0.553968253968254,0.457407407407407,0.421857923497268,0.356589147286822,0.321921921921922
"58","OE-LCO-6400mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","68.4",1,"LCO","Commercial (LCO)",0.401307189542484,0.361616161616162,0.343223443223443,0.337931034482759,0.319148936170213,0.539784946236559,0.464492753623188,0.422535211267606,0.397916666666667,0.363911845730028,0.507936507936508,0.42962962962963,0.408196721311475,0.37984496124031,0.351951951951952
"59","OE-LCO-6470mAh-60SOC","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","89.6",1,"LCO","Commercial (LCO)",0.394117647058824,0.384848484848485,0.356776556776557,0.304885057471264,0.270685579196217,0.497849462365591,0.466666666666667,0.411267605633803,0.349652777777778,0.301101928374656,0.587301587301587,0.556481481481482,0.460655737704918,0.377519379844961,0.318318318318318
"60","OE-LCO-6490mAh-60SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"FN","80.2",1,"LCO","Commercial (LCO)",0.515686274509804,0.416666666666667,0.36996336996337,0.324712643678161,0.274231678486998,0.566666666666667,0.544927536231884,0.439906103286385,0.367013888888889,0.299449035812672,0.625396825396825,0.566666666666667,0.43224043715847,0.367829457364341,0.315015015015015
"61","OE-LCO-6500mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","69.4",1,"LCO","Commercial (LCO)",0.48562091503268,0.432828282828283,0.372161172161172,0.339942528735632,0.310874704491726,0.531182795698925,0.476811594202899,0.432863849765258,0.390972222222222,0.354269972451791,0.615873015873016,0.542592592592593,0.46448087431694,0.407751937984496,0.363963963963964
"62","OE-LCO-6500mAh-40SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","55.9",1,"LCO","Commercial (LCO)",0.454248366013072,0.392929292929293,0.342124542124542,0.325862068965517,0.307801418439716,0.563440860215054,0.460869565217391,0.422065727699531,0.381597222222222,0.349035812672176,0.536507936507936,0.539814814814815,0.421857923497268,0.376744186046512,0.342342342342342
"63","OE-LCO-6550mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","63.9",1,"LCO","Commercial (LCO)",0.27516339869281,0.27020202020202,0.283150183150183,0.263505747126437,0.253900709219858,0.387096774193548,0.363768115942029,0.347417840375587,0.309722222222222,0.288980716253444,0.526984126984127,0.464814814814815,0.404371584699454,0.345736434108527,0.315015015015015
"64","OE-LCO-6560mAh-0SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","63.9",1,"LCO","Commercial (LCO)",0.46797385620915,0.44040404040404,0.384615384615385,0.338218390804598,0.298345153664303,0.618279569892473,0.549275362318841,0.45868544600939,0.383333333333333,0.335812672176309,0.704761904761904,0.580555555555556,0.462295081967213,0.393410852713178,0.351651651651652
"65","OE-LFP-cell14-60SOC-10Ah","No effect, local heating, internal discharge – 2",2,"TP","-1.2",1,"LFP","Commercial (LFP)",0.430065359477124,0.387373737373737,0.316117216117216,0.263505747126437,0.248936170212766,0.509677419354839,0.446376811594203,0.332863849765258,0.311111111111111,0.290082644628099,0.453968253968254,0.42962962962963,0.372131147540984,0.347286821705426,0.316216216216216
"66","OE-LFP10Ah-0SOC-cell10","No effect, local heating, internal discharge – 2",2,"FP","-9999",1,"LFP","Commercial (LFP)",0.429411764705882,0.380808080808081,0.325641025641026,0.277298850574713,0.243971631205674,0.57741935483871,0.494202898550725,0.368544600938967,0.30625,0.2633608815427,0.680952380952381,0.571296296296296,0.409836065573771,0.324031007751938,0.279279279279279
"67","OE-LFP10Ah-0SOC-cell9","No effect, local heating, internal discharge – 2",2,"TP","119.2",1,"LFP","Commercial (LFP)",0.629411764705882,0.581313131313131,0.492673992673993,0.424712643678161,0.368085106382979,0.668817204301075,0.589130434782609,0.504694835680751,0.443055555555556,0.391460055096419,0.682539682539682,0.60462962962963,0.483606557377049,0.42093023255814,0.36966966966967
"68","OE-LFP10Ah-100SOC-cell1","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","-9999",0,"LFP","Commercial (LFP)",0.618300653594771,0.571212121212121,0.456043956043956,0.363218390804598,0.298817966903073,0.696774193548387,0.607246376811594,0.473708920187793,0.399305555555556,0.316804407713499,0.692063492063492,0.57962962962963,0.448633879781421,0.372868217054264,0.288888888888889
"69","OE-LFP10Ah-100SOC-cell12","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","32.5",0,"LFP","Commercial (LFP)",0.552287581699346,0.50959595959596,0.460805860805861,0.430172413793104,0.385106382978723,0.664516129032258,0.588405797101449,0.511737089201878,0.461458333333333,0.402479338842975,0.674603174603174,0.55462962962963,0.4775956284153,0.431395348837209,0.373873873873874
"70","OE-LFP10Ah-100SOC-cell2","No effect, local heating, internal discharge – 2",2,"FP","-9999",0,"LFP","Commercial (LFP)",0.609803921568627,0.586363636363636,0.513919413919414,0.448563218390805,0.386524822695035,0.63010752688172,0.582608695652174,0.50093896713615,0.424652777777778,0.365564738292011,0.617460317460317,0.568518518518518,0.465027322404372,0.393023255813953,0.35045045045045
"71","OE-LFP10Ah-20SOC","No effect, local heating, internal discharge – 2",2,"FP","-9999",1,"LFP","Commercial (LFP)",0.571241830065359,0.511616161616162,0.44981684981685,0.413505747126437,0.380851063829787,0.681720430107527,0.619565217391304,0.520657276995305,0.458333333333333,0.411019283746556,0.612698412698413,0.562037037037037,0.470491803278689,0.415503875968992,0.373573573573574
"72","OE-LFP10Ah-40SOC-cell7","No effect, local heating, internal discharge – 2",2,"TP","135.3",1,"LFP","Commercial (LFP)",0.596078431372549,0.525252525252525,0.452747252747253,0.392528735632184,0.350591016548463,0.644086021505376,0.584782608695652,0.479342723004695,0.399652777777778,0.351515151515152,0.665079365079365,0.596296296296296,0.49016393442623,0.395736434108527,0.364264264264264
"73","OE-LFP10Ah-40SOC-cell8","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","151.7",1,"LFP","Commercial (LFP)",0.612418300653595,0.537878787878788,0.465201465201465,0.426436781609195,0.397163120567376,0.665591397849462,0.588405797101449,0.507511737089202,0.444791666666667,0.404132231404959,0.668253968253968,0.603703703703704,0.503825136612022,0.426356589147287,0.386186186186186
"74","OE-LFP10Ah-60SOC","No effect, local heating, internal discharge – 2",2,"FP","-16.6",0,"LFP","Commercial (LFP)",0.426143790849673,0.364646464646465,0.376190476190476,0.345114942528736,0.328368794326241,0.561290322580645,0.499275362318841,0.466666666666667,0.405555555555556,0.373553719008265,0.696825396825397,0.576851851851852,0.507103825136612,0.427131782945736,0.387387387387387
